YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NE5,1019,3417
2025-12,WEEKDAY,17,TRAIN,PE5,6634,8679
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,TE29,206,854
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS18,7256,3734
2025-12,WEEKDAY,13,TRAIN,SE1,3812,3556
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CC5,341,595
2025-12,WEEKDAY,6,TRAIN,CC16,4338,3085
2025-12,WEEKDAY,14,TRAIN,CC14,4488,5745
2025-12,WEEKDAY,19,TRAIN,EW14/NS26,132335,30077
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,SW3,869,879
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,BP2,301,1429
2025-12,WEEKDAY,20,TRAIN,DT21,11114,6815
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,PE2,403,2782
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT2,289,184
2025-12,WEEKDAY,16,TRAIN,DT22,9185,11719
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,TE15,4443,3634
2025-12,WEEKDAY,21,TRAIN,EW11,14934,20136
2025-12,WEEKDAY,15,TRAIN,EW27,38255,46796
2025-12,WEEKDAY,23,TRAIN,DT17,4316,2875
2025-12,WEEKDAY,13,TRAIN,NE11,16264,14848
2025-12,WEEKDAY,5,TRAIN,TE11,161,44
2025-12,WEEKDAY,14,TRAIN,NS8,15692,13685
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,DT31,4303,4468
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,27132,25903
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,CC26,70,631
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NS16,3655,450
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,SW7,293,1472
2025-12,WEEKDAY,7,TRAIN,TE29,7235,2458
2025-12,WEEKDAY,0,TRAIN,CC24,60,111
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT8,653,927
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,PW3,510,39
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,PE5,2559,1976
2025-12,WEEKDAY,14,TRAIN,EW32,3281,1961
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,EW3,1842,6309
2025-12,WEEKDAY,18,TRAIN,EW12/DT14,148697,123571
2025-12,WEEKDAY,14,TRAIN,EW12/DT14,72063,75742
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,SW4,29,214
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,SW2,1677,1634
2025-12,WEEKDAY,22,TRAIN,EW7,4385,17649
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1362,1171
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,TE15,5451,5589
2025-12,WEEKDAY,8,TRAIN,EW19,49485,24429
2025-12,WEEKDAY,23,TRAIN,EW17,3782,13420
2025-12,WEEKDAY,21,TRAIN,NS19,23220,49520
2025-12,WEEKDAY,14,TRAIN,NS10,29165,28354
2025-12,WEEKDAY,14,TRAIN,DT10,3187,2380
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,SW2,217,93
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NE17/PTC,2515,8644
2025-12,WEEKDAY,21,TRAIN,CC28,1596,5367
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,BP5,947,866
2025-12,WEEKDAY,23,TRAIN,BP4,121,586
2025-12,WEEKDAY,22,TRAIN,PE7,526,4726
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,DT10,1635,1257
2025-12,WEEKDAY,22,TRAIN,SE2,1141,6967
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,TE26,6992,7018
2025-12,WEEKDAY,16,TRAIN,NS13,46470,68365
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,CE1/DT16,7819,24574
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1263,907
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW5,18088,9668
2025-12,WEEKDAY,22,TRAIN,NE7/DT12,20029,13040
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,PE5,980,196
2025-12,WEEKDAY,0,TRAIN,PW7,97,537
2025-12,WEEKDAY,13,TRAIN,TE11,3197,3055
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS5,6373,16454
2025-12,WEEKDAY,11,TRAIN,NE15,24500,10750
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NE13,8946,11091
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,TE11,45,192
2025-12,WEEKDAY,0,TRAIN,PW2,33,13
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC3,8121,1096
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,PW7,160,73
2025-12,WEEKDAY,20,TRAIN,TE8,12011,10006
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NS10,21556,10163
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE27,2522,2852
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS27/CE2/TE20,1904,2290
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,EW8/CC9,8761,9030
2025-12,WEEKDAY,23,TRAIN,CC23,1183,415
2025-12,WEEKDAY,12,TRAIN,PE5,6975,4035
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,TE5,1985,1813
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS3,3633,10120
2025-12,WEEKDAY,10,TRAIN,BP4,2210,1954
2025-12,WEEKDAY,15,TRAIN,NE16/STC,41915,47237
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CG2,4310,3564
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,TE5,2313,1762
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,DT23,870,1559
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW2/DT32,24028,29446
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS14,13886,12472
2025-12,WEEKDAY,6,TRAIN,EW17,22769,9382
2025-12,WEEKDAY,20,TRAIN,NE15,10853,39258
2025-12,WEEKDAY,12,TRAIN,CC14,7242,4334
2025-12,WEEKDAY,9,TRAIN,DT22,12077,12207
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NE14,17764,7222
2025-12,WEEKDAY,6,TRAIN,BP4,3329,565
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,CC19/DT9,1829,3603
2025-12,WEEKDAY,12,TRAIN,PE1,4277,2917
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,SW4,717,1885
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC5,39,1
2025-12,WEEKDAY,11,TRAIN,DT7,3416,2890
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE25,228,132
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,DT8,1339,1167
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,SW7,1477,884
2025-12,WEEKDAY,14,TRAIN,SW2,5186,5250
2025-12,WEEKDAY,5,TRAIN,TE3,4031,608
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,26496,32219
2025-12,WEEKDAY,0,TRAIN,NS24/NE6/CC1,1251,1085
2025-12,WEEKDAY,11,TRAIN,BP3,4325,1810
2025-12,WEEKDAY,11,TRAIN,NS11,37284,18860
2025-12,WEEKDAY,18,TRAIN,NS7,42335,55196
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,SW8,971,615
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,PE7,308,9
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,CC25,3082,1881
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,DT5,5752,7785
2025-12,WEEKDAY,19,TRAIN,EW32,13060,7350
2025-12,WEEKDAY,17,TRAIN,NE5,30323,18270
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,TE25,187,411
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,56808,37708
2025-12,WEEKDAY,22,TRAIN,CC24,6638,2511
2025-12,WEEKDAY,13,TRAIN,PW6,1584,1397
2025-12,WEEKDAY,5,TRAIN,EW18,2664,627
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,PW7,1180,1903
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,NS2,9592,6395
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW21/CC22,1606,1821
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT22,2877,1928
2025-12,WEEKDAY,15,TRAIN,CC12,5200,5710
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT10,2270,981
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS4/BP1,11559,20828
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1776,486
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,SW3,4,150
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,EW30,3752,1044
2025-12,WEEKDAY,5,TRAIN,CE1/DT16,1307,0
2025-12,WEEKDAY,17,TRAIN,CC28,5954,6204
2025-12,WEEKDAY,14,TRAIN,TE7,4815,5150
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NS23,15537,28077
2025-12,WEEKDAY,15,TRAIN,EW30,3737,882
2025-12,WEEKDAY,18,TRAIN,NS24/NE6/CC1,87631,82417
2025-12,WEEKDAY,9,TRAIN,NE12/CC13,83160,36173
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW22,1946,2314
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,16361,12190
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,CC26,1208,758
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC27,718,272
2025-12,WEEKDAY,12,TRAIN,DT24,5231,3838
2025-12,WEEKDAY,19,TRAIN,DT28,17009,21852
2025-12,WEEKDAY,22,TRAIN,TE22,7564,2851
2025-12,WEEKDAY,10,TRAIN,EW21/CC22,13991,25244
2025-12,WEEKDAY,21,TRAIN,TE12,3449,1923
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,CC28,810,2086
2025-12,WEEKDAY,10,TRAIN,EW8/CC9,24288,49432
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW23,20236,20817
2025-12,WEEKDAY,13,TRAIN,EW12/DT14,73956,86125
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,CC21,4448,3088
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS3,2659,8468
2025-12,WEEKDAY,20,TRAIN,PE4,1111,2631
2025-12,WEEKDAY,17,TRAIN,SW2,6779,7888
2025-12,WEEKDAY,21,TRAIN,CC20,2585,4882
2025-12,WEEKDAY,16,TRAIN,DT13,13010,10523
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,DT24,2261,2428
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1532,966
2025-12,WEEKDAY,5,TRAIN,DT5,1604,207
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT10,986,920
2025-12,WEEKDAY,18,TRAIN,PW6,1808,3510
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW15,10599,8245
2025-12,WEEKDAY,14,TRAIN,SW7,2208,2353
2025-12,WEEKDAY,6,TRAIN,BP3,9038,1188
2025-12,WEEKDAY,16,TRAIN,CC6,8875,9171
2025-12,WEEKDAY,9,TRAIN,TE12,5193,11331
2025-12,WEEKDAY,11,TRAIN,CC7,6339,3711
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS27/CE2/TE20,1639,1479
2025-12,WEEKDAY,21,TRAIN,NS10,17109,52867
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1354,1330
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,TE16,1795,1617
2025-12,WEEKDAY,0,TRAIN,EW24/NS1,1524,3690
2025-12,WEEKDAY,6,TRAIN,CC6,599,3246
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE18,3766,4204
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE7/DT12,7721,18119
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,CC3,1304,6357
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,PW1,101,26
2025-12,WEEKDAY,11,TRAIN,TE23,3167,1453
2025-12,WEEKDAY,19,TRAIN,NE13,24204,43759
2025-12,WEEKDAY,14,TRAIN,EW25,7685,8263
2025-12,WEEKDAY,13,TRAIN,CC23,13325,15781
2025-12,WEEKDAY,18,TRAIN,SE5,3312,5312
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,BP2,1106,984
2025-12,WEEKDAY,6,TRAIN,NE13,15960,7176
2025-12,WEEKDAY,19,TRAIN,SW1,3505,3922
2025-12,WEEKDAY,5,TRAIN,EW14/NS26,713,2529
2025-12,WEEKDAY,0,TRAIN,EW33,5,296
2025-12,WEEKDAY,8,TRAIN,NE9,50470,50092
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT29,3835,1393
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,24959,7306
2025-12,WEEKDAY,20,TRAIN,BP9,1156,2594
2025-12,WEEKDAY,22,TRAIN,CC26,2248,1949
2025-12,WEEKDAY,7,TRAIN,PW7,5950,3231
2025-12,WEEKDAY,0,TRAIN,SE3,50,837
2025-12,WEEKDAY,10,TRAIN,NS27/CE2/TE20,1821,6918
2025-12,WEEKDAY,8,TRAIN,EW4,28853,14182
2025-12,WEEKDAY,16,TRAIN,DT2,7017,2536
2025-12,WEEKDAY,12,TRAIN,SW4,3831,2503
2025-12,WEEKDAY,14,TRAIN,EW22,9947,9123
2025-12,WEEKDAY,10,TRAIN,SE5,3119,1240
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,PW7,829,1921
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,DT31,378,7
2025-12,WEEKDAY,9,TRAIN,CC8,11728,6832
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,DT5,8249,5722
2025-12,WEEKDAY,19,TRAIN,TE15,13035,15087
2025-12,WEEKDAY,5,TRAIN,SW4,1293,101
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC3,5,1
2025-12,WEEKDAY,9,TRAIN,NS23,12509,53745
2025-12,WEEKDAY,19,TRAIN,NS25/EW13,90971,58704
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE4,2820,1818
2025-12,WEEKDAY,12,TRAIN,TE19,10985,9269
2025-12,WEEKDAY,20,TRAIN,SE3,1050,5882
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS23,8016,22908
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,PW2,39,97
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,DT21,1498,3184
2025-12,WEEKDAY,0,TRAIN,DT7,58,386
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS8,5225,7732
2025-12,WEEKDAY,9,TRAIN,NS21/DT11,73207,73281
2025-12,WEEKDAY,15,TRAIN,PW5,1655,2315
2025-12,WEEKDAY,11,TRAIN,DT30,9419,3022
2025-12,WEEKDAY,18,TRAIN,DT27,37562,19888
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,TE27,2242,2603
2025-12,WEEKDAY,0,TRAIN,EW9,704,3310
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,PE4,293,819
2025-12,WEEKDAY,14,TRAIN,SE5,2224,2368
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,SE4,734,1618
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,BP13,19,134
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,TE19,1997,1698
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,EW22,891,2942
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW20,4778,4593
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,DT29,4301,1421
2025-12,WEEKDAY,7,TRAIN,CC17/TE9,15703,10970
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NS19,19088,16040
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,DT24,2483,1195
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,PW5,503,14
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2238,2381
2025-12,WEEKDAY,5,TRAIN,PW3,604,78
2025-12,WEEKDAY,15,TRAIN,TE28,2436,4332
2025-12,WEEKDAY,11,TRAIN,DT10,4588,1719
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,NS7,18549,14544
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NE13,10369,10231
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,DT24,1744,2471
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS4/BP1,16948,13578
2025-12,WEEKDAY,9,TRAIN,EW18,26651,25214
2025-12,WEEKDAY,9,TRAIN,CC5,3011,11571
2025-12,WEEKDAY,23,TRAIN,TE3,951,7526
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1453,1785
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1789,461
2025-12,WEEKDAY,12,TRAIN,PE2,6899,4034
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,PE2,1522,3024
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,11552,8195
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3050,1710
2025-12,WEEKDAY,9,TRAIN,DT13,7818,14993
2025-12,WEEKDAY,12,TRAIN,CC12,7112,4799
2025-12,WEEKDAY,17,TRAIN,NS23,73792,64147
2025-12,WEEKDAY,7,TRAIN,SE4,8794,1681
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS27/CE2/TE20,420,497
2025-12,WEEKDAY,11,TRAIN,EW12/DT14,39388,83918
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2338,3970
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,NE15,8765,9532
2025-12,WEEKDAY,15,TRAIN,TE11,3163,3714
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NE8,256,31
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,NS11,16163,16354
2025-12,WEEKDAY,16,TRAIN,DT10,3462,3138
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,PW3,483,496
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC26,454,1301
2025-12,WEEKDAY,7,TRAIN,NE18,18866,8008
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW25,6156,5874
2025-12,WEEKDAY,13,TRAIN,EW14/NS26,55078,82591
2025-12,WEEKDAY,13,TRAIN,CC28,4063,3092
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW17,1658,5250
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS12,4957,10706
2025-12,WEEKDAY,15,TRAIN,NE8,30136,30065
2025-12,WEEKDAY,8,TRAIN,PW1,896,2639
2025-12,WEEKDAY,6,TRAIN,CC8,5121,2916
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,6840,15780
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE15,3623,1003
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,SE5,323,1548
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT4,874,1162
2025-12,WEEKDAY,0,TRAIN,EW6,132,1343
2025-12,WEEKDAY,14,TRAIN,TE23,2092,2522
2025-12,WEEKDAY,6,TRAIN,NS2,42955,15626
2025-12,WEEKDAY,11,TRAIN,TE28,4263,2302
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,NE11,7562,8430
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,PE3,2614,2472
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,DT10,695,1191
2025-12,WEEKDAY,5,TRAIN,TE26,560,40
2025-12,WEEKDAY,12,TRAIN,BP9,2876,2521
2025-12,WEEKDAY,22,TRAIN,EW24/NS1,61430,23640
2025-12,WEEKDAY,23,TRAIN,CE1/DT16,56981,12517
2025-12,WEEKDAY,22,TRAIN,TE23,2001,3040
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE4,2648,2682
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,CC19/DT9,878,2831
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,PE2,2172,2919
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,TE7,2779,2069
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,BP13,546,531
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE8,4629,3050
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NS25/EW13,24375,43870
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,TE4,1594,1545
2025-12,WEEKDAY,14,TRAIN,NS15,17741,13142
2025-12,WEEKDAY,5,TRAIN,SW7,1107,76
2025-12,WEEKDAY,10,TRAIN,NS12,22230,8375
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NS3,10972,6282
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,NE12/CC13,31390,37664
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW1,13761,8434
2025-12,WEEKDAY,14,TRAIN,SW5,7960,7603
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW26,17521,6382
2025-12,WEEKDAY,22,TRAIN,TE1,2642,2838
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,DT21,95,155
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,25815,63366
2025-12,WEEKDAY,9,TRAIN,NS9/TE2,66933,52311
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NS25/EW13,12267,49398
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,BP4,732,721
2025-12,WEEKDAY,7,TRAIN,DT13,8650,8264
2025-12,WEEKDAY,8,TRAIN,CC14,17862,14908
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,16667,4860
2025-12,WEEKDAY,5,TRAIN,BP5,983,308
2025-12,WEEKDAY,20,TRAIN,CE1/DT16,93393,45111
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,35538,42432
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CC6,4316,5382
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC28,46,1
2025-12,WEEKDAY,22,TRAIN,NE4/DT19,46255,19975
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,CC24,56,919
2025-12,WEEKDAY,21,TRAIN,NE16/STC,28241,56283
2025-12,WEEKDAY,9,TRAIN,TE29,7041,1581
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,DT2,50,9
2025-12,WEEKDAY,10,TRAIN,NS23,12845,47098
2025-12,WEEKDAY,21,TRAIN,NE7/DT12,32080,20482
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,DT23,1163,1412
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,CC21,148,193
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,BP4,372,876
2025-12,WEEKDAY,14,TRAIN,EW31,2608,1031
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,NE13,11397,12489
2025-12,WEEKDAY,16,TRAIN,NE11,22835,17294
2025-12,WEEKDAY,22,TRAIN,EW29,5277,3776
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE17/PTC,17897,10286
2025-12,WEEKDAY,19,TRAIN,PE2,4268,12449
2025-12,WEEKDAY,15,TRAIN,DT4,1455,2097
2025-12,WEEKDAY,18,TRAIN,BP11,3429,9555
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW3,5408,2494
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,PE1,1572,1485
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,SE1,1820,2093
2025-12,WEEKDAY,16,TRAIN,SW5,7261,9007
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,CC28,1925,1908
2025-12,WEEKDAY,14,TRAIN,CC8,6094,6351
2025-12,WEEKDAY,8,TRAIN,TE22,467,3028
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,TE29,2033,1135
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,SW4,881,1890
2025-12,WEEKDAY,14,TRAIN,SE1,3314,3490
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,CC11,2806,6696
2025-12,WEEKDAY,12,TRAIN,DT17,31203,16740
2025-12,WEEKDAY,16,TRAIN,TE19,15583,4369
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS14,3507,11059
2025-12,WEEKDAY,7,TRAIN,EW15,9329,61896
2025-12,WEEKDAY,8,TRAIN,CC24,8568,96655
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,EW31,1216,349
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,BP10,1723,981
2025-12,WEEKDAY,18,TRAIN,CC14,14230,14106
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW23,21004,16381
2025-12,WEEKDAY,10,TRAIN,NS8,23669,11215
2025-12,WEEKDAY,17,TRAIN,DT10,5422,4707
2025-12,WEEKDAY,16,TRAIN,CC8,7284,7561
2025-12,WEEKDAY,14,TRAIN,CG2,26975,25590
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS25/EW13,11447,1309
2025-12,WEEKDAY,16,TRAIN,NS28,4895,3245
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,DT20,2649,2485
2025-12,WEEKDAY,10,TRAIN,DT22,8980,10562
2025-12,WEEKDAY,11,TRAIN,BP10,3606,2273
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE19,184,541
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,TE8,991,1466
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1690,1807
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,SW4,1672,664
2025-12,WEEKDAY,11,TRAIN,BP7,1134,918
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,BP8,639,603
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,DT24,1015,2977
2025-12,WEEKDAY,8,TRAIN,NE12/CC13,142829,45043
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS28,594,446
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,PE7,560,2211
2025-12,WEEKDAY,13,TRAIN,NS24/NE6/CC1,46547,50892
2025-12,WEEKDAY,11,TRAIN,EW22,10046,7960
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,TE8,5596,4201
2025-12,WEEKDAY,12,TRAIN,PW6,1906,1146
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS7,13108,10880
2025-12,WEEKDAY,14,TRAIN,EW20,10656,10401
2025-12,WEEKDAY,8,TRAIN,EW24/NS1,55540,168664
2025-12,WEEKDAY,8,TRAIN,NS18,37202,22557
2025-12,WEEKDAY,18,TRAIN,TE28,4784,10634
2025-12,WEEKDAY,22,TRAIN,EW5,13472,37988
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,DT13,5749,6730
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,TE28,1068,2155
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,DT31,454,2713
2025-12,WEEKDAY,21,TRAIN,TE22,10480,3921
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,TE11,1785,1091
2025-12,WEEKDAY,7,TRAIN,EW9,51487,18648
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW6,4696,6456
2025-12,WEEKDAY,22,TRAIN,NS24/NE6/CC1,44171,11447
