YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NE18,2649,2671
2025-12,WEEKDAY,10,TRAIN,TE25,3521,1649
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,CC28,1273,2026
2025-12,WEEKDAY,15,TRAIN,EW25,9296,10084
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2739,4511
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1739,965
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE9,5240,3416
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,CC11,7598,5542
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,NE14,17690,7890
2025-12,WEEKDAY,0,TRAIN,TE5,81,857
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NE10,3794,6775
2025-12,WEEKDAY,17,TRAIN,NS3,22163,39096
2025-12,WEEKDAY,12,TRAIN,EW23,47964,42919
2025-12,WEEKDAY,15,TRAIN,CC25,5764,4263
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE19,7,0
2025-12,WEEKDAY,14,TRAIN,NS18,11445,12379
2025-12,WEEKDAY,8,TRAIN,EW3,30397,13069
2025-12,WEEKDAY,16,TRAIN,DT31,8748,9698
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW17,11438,10384
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,SW5,3090,4276
2025-12,WEEKDAY,6,TRAIN,NS8,42680,10081
2025-12,WEEKDAY,16,TRAIN,TE7,6891,5670
2025-12,WEEKDAY,14,TRAIN,TE15,10838,10849
2025-12,WEEKDAY,19,TRAIN,TE27,3945,11695
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,CC3,2193,6304
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NE4/DT19,432,8
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1232,2061
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,TE25,1633,833
2025-12,WEEKDAY,12,TRAIN,TE12,8388,5258
2025-12,WEEKDAY,11,TRAIN,EW27,36964,33159
2025-12,WEEKDAY,18,TRAIN,CC6,14410,18690
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CC10/DT26,935,3754
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NS8,8460,5988
2025-12,WEEKDAY,21,TRAIN,EW25,6535,17655
2025-12,WEEKDAY,21,TRAIN,TE25,1165,3041
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,PE1,1030,306
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,CC4/DT15,2085,10491
2025-12,WEEKDAY,5,TRAIN,EW17,4480,442
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW19,8519,4540
2025-12,WEEKDAY,0,TRAIN,CE1/DT16,18744,1556
2025-12,WEEKDAY,13,TRAIN,PE2,5613,5065
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,NE12/CC13,12905,10777
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NS23,19277,26608
2025-12,WEEKDAY,13,TRAIN,DT2,3027,3090
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW10,6550,8132
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NS4/BP1,14923,9592
2025-12,WEEKDAY,22,TRAIN,NE10,5928,13839
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,PW5,2601,555
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,CC11,7341,5659
2025-12,WEEKDAY,9,TRAIN,NS3,29416,13595
2025-12,WEEKDAY,23,TRAIN,BP12,157,847
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT20,3332,2968
2025-12,WEEKDAY,19,TRAIN,EW25,12156,29619
2025-12,WEEKDAY,17,TRAIN,CC27,31953,2743
2025-12,WEEKDAY,6,TRAIN,SW7,3210,437
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NS18,2493,8752
2025-12,WEEKDAY,12,TRAIN,BP2,2649,1452
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS11,21081,9516
2025-12,WEEKDAY,12,TRAIN,NE12/CC13,55095,62910
2025-12,WEEKDAY,12,TRAIN,NS2,27522,21940
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS23,26289,4604
2025-12,WEEKDAY,10,TRAIN,NE14,38842,14665
2025-12,WEEKDAY,10,TRAIN,DT30,11109,2728
2025-12,WEEKDAY,14,TRAIN,NS19,36998,38240
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NE14,14568,5574
2025-12,WEEKDAY,10,TRAIN,EW11,18500,17808
2025-12,WEEKDAY,0,TRAIN,NE12/CC13,990,5125
2025-12,WEEKDAY,9,TRAIN,NS28,5202,3107
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,32193,35423
2025-12,WEEKDAY,18,TRAIN,NE5,48565,27997
2025-12,WEEKDAY,21,TRAIN,SW2,3414,4507
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW19,7547,4123
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE14/NS22,64700,60968
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE11,32,3
2025-12,WEEKDAY,19,TRAIN,DT18,38798,11621
2025-12,WEEKDAY,20,TRAIN,CG1/DT35,23275,6431
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NS4/BP1,14522,21821
2025-12,WEEKDAY,6,TRAIN,EW33,21467,6947
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT4,538,191
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT28,5378,3288
2025-12,WEEKDAY,11,TRAIN,CC5,3752,4320
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS12,1155,5633
2025-12,WEEKDAY,6,TRAIN,DT23,3506,3226
2025-12,WEEKDAY,9,TRAIN,CC3,1570,20069
2025-12,WEEKDAY,10,TRAIN,CC20,5097,3249
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW5,14609,7293
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,TE6,5433,3571
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,EW28,11861,9879
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,EW20,1697,4920
2025-12,WEEKDAY,14,TRAIN,TE19,9162,8248
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,18256,22044
2025-12,WEEKDAY,14,TRAIN,NS25/EW13,59653,53159
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS20,15133,12658
2025-12,WEEKDAY,19,TRAIN,PW1,2516,2393
2025-12,WEEKDAY,14,TRAIN,NE4/DT19,71818,60219
2025-12,WEEKDAY,19,TRAIN,BP9,1967,4196
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW23,19779,24163
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW24/NS1,6982,6008
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,PE3,190,1294
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,CC10/DT26,3540,2493
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,TE19,1876,1317
2025-12,WEEKDAY,21,TRAIN,DT13,10282,9359
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,8560,7022
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,BP13,541,471
2025-12,WEEKDAY,7,TRAIN,NE8,37035,22901
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,SE1,2234,1575
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE8,8146,12941
2025-12,WEEKDAY,17,TRAIN,BP8,2734,2391
2025-12,WEEKDAY,21,TRAIN,PW7,1967,4226
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,PW2,139,157
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CG1/DT35,8768,11218
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,SW2,2554,2525
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE13,3506,5769
2025-12,WEEKDAY,17,TRAIN,NE1/CC29,115497,67853
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,PE7,8,256
2025-12,WEEKDAY,20,TRAIN,EW8/CC9,61401,41965
2025-12,WEEKDAY,8,TRAIN,NS8,54008,19817
2025-12,WEEKDAY,15,TRAIN,TE29,2521,3706
2025-12,WEEKDAY,15,TRAIN,TE18,14663,9753
2025-12,WEEKDAY,11,TRAIN,BP13,1544,907
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW5,15299,19816
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CC5,3017,2231
2025-12,WEEKDAY,22,TRAIN,NS19,14049,38599
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS13,23445,15653
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,NE9,12769,8308
2025-12,WEEKDAY,23,TRAIN,CG2,9390,8500
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,EW20,3828,3670
2025-12,WEEKDAY,5,TRAIN,PW5,1571,47
2025-12,WEEKDAY,16,TRAIN,TE27,4980,7145
2025-12,WEEKDAY,7,TRAIN,NE13,37092,19091
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,CC20,848,654
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CE1/DT16,21171,33620
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,8710,8992
2025-12,WEEKDAY,6,TRAIN,BP6/DT1,46607,19643
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,CC17/TE9,2257,1972
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,684,6
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,BP7,506,312
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,DT22,6415,7259
2025-12,WEEKDAY,20,TRAIN,TE22,10103,8088
2025-12,WEEKDAY,0,TRAIN,BP6/DT1,94,6398
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,DT28,5333,1833
2025-12,WEEKDAY,6,TRAIN,SW6,4458,985
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW10,7324,8588
2025-12,WEEKDAY,11,TRAIN,BP11,3755,1756
2025-12,WEEKDAY,14,TRAIN,CC7,4584,5946
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,PE4,653,388
2025-12,WEEKDAY,21,TRAIN,NS25/EW13,95773,18433
2025-12,WEEKDAY,7,TRAIN,DT27,15690,19746
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,NS25/EW13,39947,11035
2025-12,WEEKDAY,13,TRAIN,NS19,43616,39487
2025-12,WEEKDAY,19,TRAIN,EW30,11986,2602
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,BP5,840,772
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,PE1,2088,660
2025-12,WEEKDAY,17,TRAIN,TE12,14769,4061
2025-12,WEEKDAY,23,TRAIN,EW6,1315,6480
2025-12,WEEKDAY,8,TRAIN,EW7,38625,19638
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,SW7,1032,1223
2025-12,WEEKDAY,9,TRAIN,EW11,20318,30133
2025-12,WEEKDAY,18,TRAIN,NS2,51429,95165
2025-12,WEEKDAY,16,TRAIN,CC12,7139,6539
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,CC25,898,560
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,SE1,935,434
2025-12,WEEKDAY,13,TRAIN,NS3,19176,16482
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,DT4,903,719
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NE4/DT19,36794,33305
2025-12,WEEKDAY,8,TRAIN,NS11,108646,40521
2025-12,WEEKDAY,20,TRAIN,TE13,8716,3767
2025-12,WEEKDAY,15,TRAIN,CC21,10072,9796
2025-12,WEEKDAY,0,TRAIN,EW28,126,4806
2025-12,WEEKDAY,17,TRAIN,SE3,2896,4413
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,EW19,4363,3048
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CC2,2673,1313
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,BP2,1472,549
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,BP10,1103,1336
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2284,1119
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,DT3,3923,1926
2025-12,WEEKDAY,23,TRAIN,SE4,180,2072
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,CC3,157,912
2025-12,WEEKDAY,16,TRAIN,BP2,1847,2425
2025-12,WEEKDAY,21,TRAIN,NS5,13103,39805
2025-12,WEEKDAY,11,TRAIN,TE11,4315,2288
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS12,11339,4350
2025-12,WEEKDAY,5,TRAIN,DT4,209,0
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NS8,7855,6715
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,BP9,858,889
2025-12,WEEKDAY,0,TRAIN,NS15,418,1769
2025-12,WEEKDAY,11,TRAIN,NS12,20724,8932
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,20252,9480
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,25609,45100
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,PW6,316,748
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2166,1113
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,TE3,5475,4303
2025-12,WEEKDAY,19,TRAIN,NS23,64529,59494
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW21/CC22,9807,8080
2025-12,WEEKDAY,17,TRAIN,CC2,11463,4376
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,BP7,358,76
2025-12,WEEKDAY,22,TRAIN,PW7,1342,3160
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,CC4/DT15,11737,1942
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CC4/DT15,3632,791
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NE16/STC,22051,25445
2025-12,WEEKDAY,20,TRAIN,EW32,11875,4453
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,PE1,675,2123
2025-12,WEEKDAY,17,TRAIN,NS19,63575,59663
2025-12,WEEKDAY,23,TRAIN,NS3,3803,10250
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,EW2/DT32,23245,15321
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NE14,14474,15387
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,CC7,311,185
2025-12,WEEKDAY,16,TRAIN,NE1/CC29,78049,54691
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,DT28,4137,3498
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE7/DT12,4178,3912
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,PE7,1234,265
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1407,2428
2025-12,WEEKDAY,14,TRAIN,TE24,2438,2990
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,DT18,3235,2637
2025-12,WEEKDAY,16,TRAIN,CC11,28886,9998
2025-12,WEEKDAY,12,TRAIN,NE14,32841,20317
2025-12,WEEKDAY,13,TRAIN,CC26,4132,5626
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,BP3,453,1582
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,DT22,9910,4994
2025-12,WEEKDAY,10,TRAIN,TE13,4919,5517
2025-12,WEEKDAY,17,TRAIN,EW5,51563,55382
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,BP6/DT1,10355,20439
2025-12,WEEKDAY,15,TRAIN,DT22,7950,10051
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,NS15,141,640
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,DT25,214,1372
2025-12,WEEKDAY,18,TRAIN,TE26,20037,23836
2025-12,WEEKDAY,13,TRAIN,PE6,8827,8734
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,PW6,25,332
2025-12,WEEKDAY,8,TRAIN,SE5,6260,1923
2025-12,WEEKDAY,10,TRAIN,DT3,7963,2556
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,CC5,1444,2265
2025-12,WEEKDAY,23,TRAIN,PW3,119,522
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,NS17/CC15,13392,7256
2025-12,WEEKDAY,0,TRAIN,EW11,528,2409
2025-12,WEEKDAY,18,TRAIN,TE18,27895,21954
2025-12,WEEKDAY,18,TRAIN,SW5,8581,18295
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NS18,691,98
2025-12,WEEKDAY,21,TRAIN,NE18,11574,8251
2025-12,WEEKDAY,18,TRAIN,CC23,72319,8585
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,BP10,1052,1408
2025-12,WEEKDAY,12,TRAIN,CC19/DT9,7297,6772
2025-12,WEEKDAY,6,TRAIN,NS23,2768,10195
2025-12,WEEKDAY,7,TRAIN,EW25,54379,16859
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,DT28,3194,1470
2025-12,WEEKDAY,6,TRAIN,DT21,1110,2590
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,EW10,5597,6257
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,CC12,1367,2954
2025-12,WEEKDAY,21,TRAIN,DT30,2845,13942
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,NE12/CC13,19359,14031
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,NS27/CE2/TE20,2295,3227
2025-12,WEEKDAY,14,TRAIN,CC2,4001,4870
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,2715,4629
2025-12,WEEKDAY,8,TRAIN,SW7,6552,1577
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,DT3,2493,2436
2025-12,WEEKDAY,22,TRAIN,NS23,63555,10604
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,TE13,2382,2118
2025-12,WEEKDAY,23,TRAIN,NS11,5120,30104
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,TE11,1710,1669
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,SW4,1928,795
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,NS21/DT11,11716,11210
2025-12,WEEKDAY,20,TRAIN,DT34,4201,7512
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,NE12/CC13,230,1369
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CC26,150,264
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,CC14,3388,2563
2025-12,WEEKDAY,19,TRAIN,BP7,764,2211
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,PE1,588,159
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,EW10,5681,5829
2025-12,WEEKENDS/HOLIDAY,16,TRAIN,NE8,21079,22656
2025-12,WEEKDAY,9,TRAIN,NE11,19595,13854
2025-12,WEEKDAY,0,TRAIN,NE16/STC,744,6179
2025-12,WEEKDAY,9,TRAIN,NE1/CC29,19527,108172
2025-12,WEEKDAY,23,TRAIN,NE17/PTC,5785,22186
2025-12,WEEKDAY,17,TRAIN,CC8,10357,11162
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT18,2903,3759
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,SW7,1157,905
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,DT8,41,9
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,TE25,553,1198
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,PW3,370,403
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,EW19,2523,1341
2025-12,WEEKDAY,8,TRAIN,CC28,10104,8281
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,NS20,5205,3716
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,TE4,1824,2243
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,BP11,565,1701
2025-12,WEEKDAY,10,TRAIN,CC7,5381,3626
2025-12,WEEKDAY,18,TRAIN,BP8,3419,3695
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,EW24/NS1,616,2068
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,CC5,1983,1653
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,DT3,903,2938
2025-12,WEEKDAY,16,TRAIN,NS5,22511,30678
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW25,6159,3568
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC7,70,3
2025-12,WEEKDAY,12,TRAIN,CC7,7592,4973
2025-12,WEEKDAY,18,TRAIN,BP3,4329,11971
2025-12,WEEKDAY,16,TRAIN,NE10,15015,16361
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CC17/TE9,2828,2466
2025-12,WEEKDAY,13,TRAIN,TE27,5637,5654
2025-12,WEEKDAY,13,TRAIN,TE5,4211,4206
2025-12,WEEKDAY,11,TRAIN,EW32,2511,1893
2025-12,WEEKDAY,11,TRAIN,SW4,3792,1789
2025-12,WEEKDAY,9,TRAIN,SW2,6096,3985
2025-12,WEEKDAY,20,TRAIN,NE14,18117,48421
2025-12,WEEKENDS/HOLIDAY,0,TRAIN,CC19/DT9,20,128
2025-12,WEEKDAY,15,TRAIN,DT34,4611,3713
2025-12,WEEKDAY,11,TRAIN,EW5,32313,22131
2025-12,WEEKENDS/HOLIDAY,9,TRAIN,NE13,12035,9830
2025-12,WEEKDAY,21,TRAIN,CC17/TE9,3117,6540
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT8,1696,2146
2025-12,WEEKDAY,23,TRAIN,TE16,2835,4350
2025-12,WEEKDAY,14,TRAIN,EW18,13738,15202
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,BP6/DT1,1774,10670
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,PW4,2392,2073
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,TE16,961,945
2025-12,WEEKDAY,9,TRAIN,TE16,11831,9326
2025-12,WEEKDAY,18,TRAIN,CC28,7230,9471
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CC21,5079,5545
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,PW5,1366,1130
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,EW30,517,1216
2025-12,WEEKDAY,16,TRAIN,CC17/TE9,7264,6377
2025-12,WEEKDAY,14,TRAIN,SW8,1799,2021
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NS5,9585,2084
2025-12,WEEKDAY,14,TRAIN,TE18,16639,11555
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,EW18,5782,7228
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,NS11,18994,20111
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,EW27,24791,34570
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,CC2,241,218
2025-12,WEEKENDS/HOLIDAY,12,TRAIN,PE3,3830,2164
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE16,3574,3756
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,CC19/DT9,4389,3368
2025-12,WEEKDAY,11,TRAIN,NS19,42288,29238
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,TE3,4516,3222
2025-12,WEEKDAY,9,TRAIN,NS17/CC15,61678,14004
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW10,1216,3403
2025-12,WEEKDAY,0,TRAIN,NE14,240,4144
2025-12,WEEKDAY,17,TRAIN,TE22,4525,11036
2025-12,WEEKDAY,20,TRAIN,CC8,5944,9425
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,PW2,108,146
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,DT25,801,2000
2025-12,WEEKDAY,12,TRAIN,NS9/TE2,55424,58855
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,BP3,80,503
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,EW5,14880,13837
2025-12,WEEKDAY,19,TRAIN,NS28,3094,1565
2025-12,WEEKDAY,16,TRAIN,NE14,25289,34469
2025-12,WEEKENDS/HOLIDAY,6,TRAIN,NS15,3142,3295
2025-12,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,1207,1867
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,CC20,32,5
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE14/NS22,149,224
2025-12,WEEKENDS/HOLIDAY,20,TRAIN,EW29,7654,7621
2025-12,WEEKDAY,5,TRAIN,NS27/CE2/TE20,601,243
2025-12,WEEKENDS/HOLIDAY,22,TRAIN,EW33,1040,2566
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,8992,12826
2025-12,WEEKDAY,16,TRAIN,EW10,8525,10957
2025-12,WEEKENDS/HOLIDAY,11,TRAIN,EW3,6692,3696
2025-12,WEEKDAY,0,TRAIN,CC27,24,43
2025-12,WEEKDAY,15,TRAIN,CC26,4287,2444
2025-12,WEEKDAY,19,TRAIN,CC8,9433,13998
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,NS13,23593,22154
2025-12,WEEKDAY,10,TRAIN,DT6,6086,4747
2025-12,WEEKDAY,10,TRAIN,EW27,35744,31290
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW12/DT14,42491,42567
2025-12,WEEKDAY,10,TRAIN,BP8,1377,1273
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,DT18,2665,3266
2025-12,WEEKENDS/HOLIDAY,15,TRAIN,EW9,10903,10257
2025-12,WEEKDAY,8,TRAIN,NS25/EW13,9680,89345
2025-12,WEEKDAY,17,TRAIN,NE12/CC13,75558,114040
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,DT2,1251,746
2025-12,WEEKDAY,17,TRAIN,TE1,20668,4984
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,NE14,5346,17876
2025-12,WEEKDAY,23,TRAIN,DT21,4322,2775
2025-12,WEEKDAY,5,TRAIN,BP11,4008,234
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,TE3,677,65
2025-12,WEEKDAY,8,TRAIN,CC16,16417,19313
2025-12,WEEKDAY,0,TRAIN,CC28,28,259
2025-12,WEEKDAY,10,TRAIN,NS20,30111,48483
2025-12,WEEKENDS/HOLIDAY,5,TRAIN,NS17/CC15,594,202
2025-12,WEEKENDS/HOLIDAY,8,TRAIN,EW17,8846,6805
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,TE8,6321,4662
2025-12,WEEKENDS/HOLIDAY,7,TRAIN,DT24,2373,987
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1269,2069
2025-12,WEEKENDS/HOLIDAY,13,TRAIN,TE18,7586,7461
2025-12,WEEKDAY,6,TRAIN,TE14/NS22,4506,24285
2025-12,WEEKENDS/HOLIDAY,18,TRAIN,DT29,3188,3707
2025-12,WEEKDAY,14,TRAIN,NS5,21173,22438
2025-12,WEEKDAY,11,TRAIN,BP5,2442,1488
2025-12,WEEKDAY,5,TRAIN,EW33,9739,788
2025-12,WEEKENDS/HOLIDAY,23,TRAIN,EW22,313,1115
2025-12,WEEKENDS/HOLIDAY,21,TRAIN,CC19/DT9,1512,1324
2025-12,WEEKENDS/HOLIDAY,14,TRAIN,TE23,1156,1176
2025-12,WEEKDAY,17,TRAIN,PE1,4049,5682
2025-12,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1182,1214
2025-12,WEEKENDS/HOLIDAY,19,TRAIN,TE3,3316,5143
2025-12,WEEKDAY,17,TRAIN,TE16,13991,10346
